sample_id,mev_sat
507,0.0
508,0.0
509,0.0
510,0.0
511,0.0
512,0.0
513,0.0
514,0.0
515,0.0
516,0.0
517,0.0
518,0.0
519,31250000.0
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,1737437.4948287618
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0
535,0.0
536,0.0
537,0.0
538,0.0
539,1551013.194654987
540,0.0
541,0.0
542,0.0
543,0.0
544,24744851.942950178
545,0.0
546,0.0
547,1966922.3386141444
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.0
559,22480529.24245324
560,0.0
561,0.0
562,1249554.0776348105
563,60795.433062447424
564,0.0
565,31250000.0
566,0.0
567,458191.8946788158
568,40868.98395893612
569,257899.09789288582
570,31250000.0
571,0.0
572,0.0
573,0.0
574,31250000.0
575,0.0
576,0.0
577,1026488.3902274324
578,0.0
579,993780.6588168404
580,0.0
581,0.0
582,0.0
583,0.0
584,0.0
585,0.0
586,0.0
587,0.0
588,0.0
589,982863.6245545642
590,0.0
591,7723728.910069169
592,0.0
593,0.0
594,0.0
595,13659922.226643177
596,0.0
597,0.0
598,0.0
599,1083175.8219476636
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.0
607,0.0
608,0.0
609,0.0
610,0.0
611,0.0
612,1754666.6871088045
613,0.0
614,0.0
615,0.0
616,0.0
617,0.0
618,0.0
619,133842.61142782503
620,0.0
621,0.0
622,0.0
623,31250000.0
624,2025531.1291207862
625,31250000.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.0
631,0.0
632,0.0
633,0.0
634,0.0
635,783968.847406976
636,0.0
637,0.0
638,0.0
639,0.0
640,19327.22017641387
641,4135253.920708576
642,164664.20801095347
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,216914.15659290776
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,2810157.5795438625
655,0.0
656,0.0
657,0.0
658,0.0
659,806095.9422099948
660,0.0
661,10096844.757127423
662,0.0
663,0.0
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,383024.04415201145
675,0.0
676,0.0
677,0.0
678,0.0
679,0.0
680,0.0
681,0.0
682,0.0
683,0.0
684,0.0
685,0.0
686,0.0
687,0.0
688,1529412.0647525194
689,0.0
690,33384.08281827903
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,1599294.2149046683
700,0.0
701,0.0
702,0.0
703,0.0
704,0.0
705,0.0
706,0.0
707,0.0
708,0.0
709,574734.6481409047
710,0.0
711,0.0
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,3075577.1981983813
722,0.0
723,1802389.3678137013
724,0.0
725,313100.1848811028
726,0.0
727,1428817.5949876732
728,0.0
729,0.0
730,0.0
731,0.0
732,0.0
733,0.0
734,0.0
735,0.0
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,29002005.74084301
742,0.0
743,0.0
744,0.0
745,0.0
746,584129.5465557276
747,0.0
748,334589.9204397415
749,0.0
750,0.0
751,0.0
752,89121.5169971291
753,0.0
754,0.0
755,600407.9388661585
756,0.0
757,0.0
758,0.0
759,0.0
760,500518.56430530985
761,0.0
762,0.0
763,0.0
764,13739807.645451317
765,1267807.810549525
766,31250000.0
767,0.0
768,1678574.288281423
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,31250000.0
775,0.0
776,0.0
777,0.0
778,0.0
779,81666.34691570415
780,0.0
781,0.0
782,6946626.028390192
783,31250000.0
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,919608.27839296
795,3884020.792582854
796,0.0
797,0.0
798,0.0
799,0.0
800,0.0
801,0.0
802,0.0
803,0.0
804,254402.1343513561
805,0.0
806,862446.5433849798
807,0.0
808,1640747.4927629514
809,0.0
810,0.0
811,0.0
812,0.0
813,150960.22435220232
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.0
823,0.0
824,0.0
825,19846908.610858414
826,0.0
827,9609416.430088574
828,11523865.30449986
829,0.0
830,0.0
831,0.0
832,0.0
833,0.0
834,3046643.44073307
835,0.0
836,6596380.639081014
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,4779284.0286521
844,0.0
845,1259667.1071454538
846,0.0
847,0.0
848,0.0
849,0.0
850,19528955.296612106
851,0.0
852,0.0
853,0.0
854,5061176.077919919
855,0.0
856,0.0
857,0.0
858,0.0
859,0.0
860,1495484.5955325786
861,20202563.639609385
862,0.0
863,0.0
864,0.0
865,1025655.7813372
866,0.0
867,0.0
868,264488.7813215899
869,0.0
870,536473.6196728352
871,0.0
872,0.0
873,0.0
874,0.0
875,0.0
876,0.0
877,0.0
878,9960069.963750357
879,0.0
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,573058.0559735061
890,0.0
891,0.0
892,0.0
893,0.0
894,0.0
895,0.0
896,1562806.529817794
897,0.0
898,0.0
899,0.0
900,1390873.22664755
901,0.0
902,0.0
903,0.0
904,5942032.154170725
905,3987320.086614319
906,0.0
907,0.0
908,0.0
909,0.0
910,9621440.45800727
911,0.0
912,797721.9893963373
913,0.0
914,1156741.5440437587
915,0.0
916,0.0
917,0.0
918,0.0
919,0.0
920,0.0
921,0.0
922,0.0
923,31250000.0
924,0.0
925,20835013.349752363
926,0.0
927,0.0
928,0.0
929,0.0
930,24171728.55484707
931,0.0
932,0.0
933,0.0
934,0.0
935,343050.39479969733
936,0.0
937,0.0
938,0.0
939,2146302.938592354
940,0.0
941,0.0
942,0.0
943,0.0
944,0.0
945,0.0
946,0.0
947,0.0
948,0.0
949,10055216.188201178
950,0.0
951,6298905.560937803
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,10000034.323166147
959,342876.71228534594
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.0
967,0.0
968,0.0
969,3096845.414842705
970,0.0
971,0.0
972,2535073.863100579
973,0.0
974,14566071.608125076
975,0.0
976,0.0
977,0.0
978,0.0
979,0.0
980,3404781.7113018893
981,8872642.278817987
982,0.0
983,0.0
984,449961.4499924183
985,0.0
986,1516854.4861045291
987,881508.8851716354
988,0.0
989,0.0
990,0.0
991,0.0
992,0.0
993,0.0
994,0.0
995,0.0
996,0.0
997,395061.1936002646
998,0.0
999,0.0
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,17290117.93781974
1006,0.0
1007,0.0
1008,0.0
1009,629693.9333914255
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.0
1015,0.0
1016,0.0
1017,0.0
1018,0.0
1019,0.0
1020,0.0
1021,0.0
1022,0.0
1023,5984800.108003256
1024,0.0
1025,2480353.021241402
1026,0.0
1027,0.0
1028,1702915.289540104
1029,0.0
1030,0.0
1031,0.0
1032,2103724.456812762
1033,11281282.497784236
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.0
1039,0.0
1040,0.0
1041,0.0
1042,0.0
1043,0.0
1044,0.0
1045,0.0
1046,0.0
1047,1020651.9059048748
1048,0.0
1049,4233011.055806411
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,3104380.474028934
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.0
1063,0.0
1064,0.0
1065,0.0
1066,0.0
1067,1153569.310655598
1068,2611940.37692515
1069,0.0
1070,0.0
1071,200103.52190849453
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,669712.6475093152
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,23813980.894785993
1084,741543.6350784173
1085,0.0
1086,0.0
1087,0.0
1088,148630.32660039014
1089,0.0
1090,0.0
1091,0.0
1092,0.0
1093,647543.3797265422
1094,0.0
1095,0.0
1096,0.0
1097,1323536.0595576412
1098,0.0
1099,0.0
1100,0.0
1101,1230841.3875272146
1102,0.0
1103,550404.3331376062
1104,414163.079553456
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.0
1111,0.0
1112,0.0
1113,0.0
1114,0.0
1115,0.0
1116,0.0
1117,0.0
1118,782739.3016008715
1119,159716.8802499312
1120,0.0
1121,31250000.0
1122,9115096.023696216
1123,0.0
1124,0.0
1125,25938923.057759024
1126,911814.5622412984
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,327415.05060743
1133,0.0
1134,0.0
1135,0.0
1136,3045262.547646083
1137,0.0
1138,0.0
1139,0.0
1140,0.0
1141,0.0
1142,0.0
1143,0.0
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,3428316.5503493133
1155,404129.87003828865
1156,0.0
1157,1721269.9135299989
1158,0.0
1159,0.0
1160,0.0
1161,0.0
1162,0.0
1163,15764498.433451273
1164,0.0
1165,0.0
1166,0.0
1167,0.0
1168,0.0
1169,211557.27224605638
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,490377.6546028395
1175,0.0
1176,0.0
1177,0.0
1178,870686.1017444325
1179,0.0
1180,0.0
1181,3025658.826793121
1182,0.0
1183,0.0
1184,0.0
1185,0.0
1186,0.0
1187,0.0
1188,915816.9105372984
1189,2404299.859582241
1190,14353463.834417554
1191,160970.90739728606
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,2320924.944036219
1202,1335499.2467395428
1203,508036.4370658249
1204,0.0
1205,0.0
1206,0.0
1207,1421206.0551122539
1208,0.0
1209,1143237.9171474618
1210,0.0
1211,1196685.1581665382
1212,3896032.444931412
1213,0.0
1214,0.0
1215,0.0
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,22396718.732766055
1221,6901330.6155907735
1222,3183399.353383398
1223,0.0
1224,206836.65536362637
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.0
1231,0.0
1232,0.0
1233,0.0
1234,0.0
1235,0.0
1236,0.0
1237,0.0
1238,0.0
1239,0.0
1240,0.0
1241,0.0
1242,4197736.934629998
1243,0.0
1244,26019656.888931476
1245,0.0
1246,0.0
1247,0.0
1248,31250000.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,3024394.917732528
1254,0.0
1255,0.0
1256,0.0
1257,0.0
1258,0.0
1259,5122368.632940211
1260,0.0
1261,0.0
1262,0.0
1263,0.0
1264,663966.0054571583
1265,31250000.0
1266,1020812.2586211938
1267,0.0
1268,4875728.746545192
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,9749150.588401668
1279,0.0
1280,0.0
1281,0.0
1282,0.0
1283,0.0
1284,0.0
1285,17583737.475080803
1286,0.0
1287,0.0
1288,0.0
1289,0.0
1290,0.0
1291,6258834.98257878
1292,5365545.9816810265
1293,0.0
1294,0.0
1295,536363.1775059917
1296,0.0
1297,0.0
1298,16429792.447345747
1299,0.0
1300,4854886.031301345
1301,0.0
1302,0.0
1303,0.0
1304,0.0
1305,10824235.09358323
1306,0.0
1307,0.0
1308,2568511.318469915
1309,0.0
1310,0.0
1311,0.0
1312,0.0
1313,0.0
1314,12619278.755094111
1315,0.0
1316,723587.9705322185
1317,1015000.5936530114
1318,0.0
1319,700934.8602764332
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,21683085.650198847
1325,1867278.043318246
1326,622924.6481509286
1327,0.0
1328,0.0
1329,15532470.6695289
1330,0.0
1331,0.0
1332,31250000.0
1333,0.0
1334,0.0
1335,0.0
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,62405.524819536724
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.0
1351,0.0
1352,0.0
1353,2086634.1522865354
1354,0.0
1355,0.0
1356,0.0
1357,0.0
1358,0.0
1359,0.0
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,787662.7532000805
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,10439023.357063899
1373,0.0
1374,0.0
1375,0.0
1376,0.0
1377,0.0
1378,0.0
1379,0.0
1380,0.0
1381,0.0
1382,1233042.271529166
1383,0.0
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,183194.3976879185
1394,1541232.680417009
1395,0.0
1396,0.0
1397,6324117.718004652
1398,27178.92959167936
1399,0.0
1400,0.0
1401,0.0
1402,0.0
1403,0.0
1404,1123418.7300704126
1405,564851.1150957427
1406,0.0
1407,0.0
1408,31250000.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.0
1423,0.0
1424,0.0
1425,0.0
1426,0.0
1427,1300369.8461200334
1428,0.0
1429,13794799.217186866
1430,0.0
1431,0.0
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,8604586.340281619
1438,130919.54950842347
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,777603.0355642266
1447,0.0
1448,0.0
1449,0.0
1450,981958.8692562951
1451,0.0
1452,3483348.8436082257
1453,54276.479149682236
1454,0.0
1455,0.0
1456,0.0
1457,0.0
1458,6655503.09081154
1459,0.0
1460,537006.546839482
1461,24146496.239835117
1462,0.0
1463,3394572.1356471768
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,3326255.387322833
1470,0.0
1471,0.0
1472,0.0
1473,6408735.28859569
1474,0.0
1475,0.0
1476,0.0
1477,0.0
1478,0.0
1479,1101205.206124163
1480,0.0
1481,0.0
1482,0.0
1483,2017413.5046623645
1484,0.0
1485,1213492.468689942
1486,0.0
1487,3421924.2834894783
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,635301.1285688863
1494,3489722.6131179207
1495,0.0
1496,0.0
1497,0.0
1498,0.0
1499,0.0
1500,0.0
1501,19031924.807434566
1502,0.0
1503,0.0
1504,2131039.293493889
1505,0.0
1506,0.0
1507,0.0
1508,2148481.738087082
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.0
1519,11789.211642008177
1520,0.0
1521,3113984.701915345
1522,0.0
1523,0.0
1524,0.0
1525,603525.940691466
1526,0.0
1527,0.0
1528,0.0
1529,3174576.9754066854
1530,0.0
1531,3385154.449228831
1532,3433500.972724004
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,7511310.09420766
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.0
1543,0.0
1544,0.0
1545,0.0
1546,11977423.214107579
1547,0.0
1548,0.0
1549,881300.2468472582
1550,326668.2320001036
1551,482486.85169325315
1552,7564840.934689805
1553,0.0
1554,0.0
1555,3900687.894880199
1556,0.0
1557,0.0
1558,31250000.0
1559,6206759.7503356915
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.0
1567,0.0
1568,0.0
1569,0.0
1570,0.0
1571,0.0
1572,0.0
1573,0.0
1574,0.0
1575,0.0
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,1706978.388839529
1582,0.0
1583,31250000.0
1584,1415405.1082637839
1585,0.0
1586,0.0
1587,0.0
1588,2066406.1083886877
1589,0.0
1590,0.0
1591,22683690.30826589
1592,0.0
1593,0.0
1594,0.0
1595,0.0
1596,0.0
1597,0.0
1598,3083782.434193688
1599,0.0
1600,742955.2547833411
1601,0.0
1602,0.0
1603,23299777.60523017
1604,9109104.247482877
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,2421236.588952586
1610,0.0
1611,0.0
1612,0.0
1613,0.0
1614,0.0
1615,8470874.02954685
1616,31250000.0
1617,0.0
1618,0.0
1619,0.0
1620,0.0
1621,0.0
1622,0.0
1623,0.0
1624,0.0
1625,21310244.78939001
1626,16159279.560755132
1627,0.0
1628,3269565.6190586006
1629,0.0
1630,0.0
1631,31250000.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.0
1639,15416123.58076806
1640,0.0
1641,0.0
1642,0.0
1643,0.0
1644,0.0
1645,30348893.921401355
1646,0.0
1647,0.0
1648,212723.6346800364
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,898214.5717569885
1657,0.0
1658,0.0
1659,5422251.670630587
1660,0.0
1661,0.0
1662,0.0
1663,0.0
1664,0.0
1665,0.0
1666,0.0
1667,0.0
1668,0.0
1669,0.0
1670,179569.38727267482
1671,0.0
1672,0.0
1673,0.0
1674,914234.2201282129
1675,31250000.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,1753303.1520598894
1682,450922.71890118887
1683,0.0
1684,0.0
1685,0.0
1686,0.0
1687,13004101.680336744
1688,0.0
1689,0.0
1690,716092.2826861051
1691,0.0
1692,31250000.0
1693,0.0
1694,0.0
1695,0.0
1696,0.0
1697,0.0
1698,0.0
1699,0.0
1700,1603462.9037165619
1701,0.0
1702,370391.3014918505
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,21835836.1904455
1710,0.0
1711,0.0
1712,0.0
1713,3489493.904762574
1714,0.0
1715,0.0
1716,0.0
1717,17687734.34278129
1718,0.0
1719,0.0
1720,1222081.4739289305
1721,23619647.06613471
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.0
1734,0.0
1735,0.0
1736,0.0
1737,20310511.47607617
1738,692648.7791220733
1739,0.0
1740,0.0
1741,980751.7702029754
1742,0.0
1743,0.0
1744,58341.1207592766
1745,733598.1421580542
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,13824839.61271407
1757,436660.2980297709
1758,0.0
1759,0.0
1760,0.0
1761,4924008.11134311
1762,0.0
1763,0.0
1764,0.0
1765,31250000.0
1766,0.0
1767,7813977.394205059
1768,0.0
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,3483460.8799186004
1780,0.0
1781,0.0
1782,20504697.374234542
1783,0.0
1784,0.0
1785,0.0
1786,0.0
1787,0.0
1788,0.0
1789,0.0
1790,535818.2291510085
1791,0.0
1792,0.0
1793,220181.711634505
1794,0.0
1795,173454.167169717
1796,0.0
1797,0.0
1798,965165.7584524957
1799,0.0
1800,0.0
1801,0.0
1802,1894490.8322755024
1803,0.0
1804,0.0
1805,0.0
1806,0.0
1807,0.0
1808,0.0
1809,1296544.076950181
1810,0.0
1811,0.0
1812,3157110.767418878
1813,85151.47500626121
1814,6651916.133958277
1815,0.0
1816,0.0
1817,0.0
1818,0.0
1819,1664183.1607549335
1820,1462179.8546058196
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,4935832.036314479
1826,7031085.790057986
1827,0.0
1828,0.0
1829,0.0
1830,0.0
1831,0.0
1832,0.0
1833,897470.2466431719
1834,441901.00915199483
1835,0.0
1836,0.0
1837,0.0
1838,31250000.0
1839,0.0
1840,0.0
1841,1858124.2276295733
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.0
1854,7219479.651758781
1855,0.0
1856,0.0
1857,0.0
1858,761049.2624581109
1859,0.0
1860,1438389.559870208
1861,0.0
1862,0.0
1863,0.0
1864,0.0
1865,0.0
1866,0.0
1867,279456.0185107387
1868,7314646.883478601
1869,0.0
1870,1266803.1992724042
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.0
1878,0.0
1879,0.0
1880,1258129.8224907103
1881,0.0
1882,0.0
1883,0.0
1884,28724234.78082851
1885,0.0
1886,0.0
1887,5205605.466172164
1888,0.0
1889,0.0
1890,3054666.5966187576
1891,0.0
1892,15744112.857139824
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,97042.07041547509
1898,0.0
1899,0.0
1900,4618020.506363472
1901,0.0
1902,0.0
1903,0.0
1904,0.0
1905,0.0
